YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2020,HI,"Electric Generators, Independent Power Producers",Other,-162
2020,HI,"Electric Generators, Independent Power Producers",Petroleum,"216,432"
2020,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"403,487"
2020,HI,"Electric Generators, Independent Power Producers",Other Biomass,"65,261"
2020,HI,"Electric Generators, Independent Power Producers",Wind,"592,238"
2020,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2020,HI,"Electric Generators, Electric Utilities",Total,"4,851,252"
2020,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,454"
2020,HI,"Electric Generators, Electric Utilities",Other,"122,177"
2020,HI,"Electric Generators, Electric Utilities",Petroleum,"4,614,798"
2020,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"80,543"
2020,HI,"Electric Generators, Electric Utilities",Other Biomass,"28,280"
2020,IA,Total Electric Power Industry,Total,"59,636,671"
2020,IA,Total Electric Power Industry,Coal,"14,146,835"
2020,IA,Total Electric Power Industry,Hydroelectric Conventional,"1,025,215"
2020,IA,Total Electric Power Industry,Natural Gas,"7,036,824"
2020,IA,Total Electric Power Industry,Nuclear,"2,904,863"
2020,IA,Total Electric Power Industry,Other,-60
2020,IA,Total Electric Power Industry,Petroleum,"111,111"
2020,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"22,082"
2020,IA,Total Electric Power Industry,Other Biomass,"199,395"
2020,IA,Total Electric Power Industry,Wind,"34,182,302"
2020,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,105"
2020,IA,"Combined Heat and Power, Industrial Power",Total,"1,987,886"
2020,IA,"Combined Heat and Power, Industrial Power",Coal,"1,309,710"
2020,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"554,604"
2020,IA,"Combined Heat and Power, Industrial Power",Other,0
2020,IA,"Combined Heat and Power, Industrial Power",Petroleum,"71,847"
2020,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"51,726"
2020,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,IA,"Combined Heat and Power, Commercial Power",Total,"185,782"
2020,IA,"Combined Heat and Power, Commercial Power",Coal,"51,406"
2020,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"104,160"
2020,IA,"Combined Heat and Power, Commercial Power",Petroleum,"2,524"
2020,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"15,353"
2020,IA,"Combined Heat and Power, Commercial Power",Wind,"4,234"
2020,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"8,105"
2020,IA,"Combined Heat and Power, Electric Power",Total,"2,059"
2020,IA,"Combined Heat and Power, Electric Power",Other Biomass,"2,059"
2020,IA,"Electric Generators, Independent Power Producers",Total,"12,003,770"
2020,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"7,923"
2020,IA,"Electric Generators, Independent Power Producers",Natural Gas,152
2020,IA,"Electric Generators, Independent Power Producers",Nuclear,"2,904,863"
2020,IA,"Electric Generators, Independent Power Producers",Petroleum,"2,557"
2020,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"12,207"
2020,IA,"Electric Generators, Independent Power Producers",Other Biomass,"106,370"
2020,IA,"Electric Generators, Independent Power Producers",Wind,"8,969,698"
2020,IA,"Electric Generators, Electric Utilities",Total,"45,457,174"
2020,IA,"Electric Generators, Electric Utilities",Coal,"12,785,718"
2020,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,017,292"
2020,IA,"Electric Generators, Electric Utilities",Natural Gas,"6,377,908"
2020,IA,"Electric Generators, Electric Utilities",Other,-60
2020,IA,"Electric Generators, Electric Utilities",Petroleum,"34,183"
2020,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"9,875"
2020,IA,"Electric Generators, Electric Utilities",Other Biomass,"23,888"
2020,IA,"Electric Generators, Electric Utilities",Wind,"25,208,370"
2020,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,ID,Total Electric Power Industry,Total,"17,686,135"
2020,ID,Total Electric Power Industry,Coal,"20,044"
2020,ID,Total Electric Power Industry,Geothermal,"90,572"
2020,ID,Total Electric Power Industry,Hydroelectric Conventional,"9,508,113"
2020,ID,Total Electric Power Industry,Natural Gas,"4,157,098"
2020,ID,Total Electric Power Industry,Other,"52,810"
2020,ID,Total Electric Power Industry,Petroleum,34
2020,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"565,601"
2020,ID,Total Electric Power Industry,Other Biomass,"115,384"
2020,ID,Total Electric Power Industry,Wind,"2,770,570"
2020,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"405,909"
2020,ID,"Combined Heat and Power, Industrial Power",Total,"583,656"
2020,ID,"Combined Heat and Power, Industrial Power",Coal,"20,044"
2020,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"151,209"
2020,ID,"Combined Heat and Power, Industrial Power",Other,"52,810"
2020,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,939"
2020,ID,"Combined Heat and Power, Industrial Power",Other Biomass,"10,844"
2020,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"345,811"
2020,ID,"Combined Heat and Power, Commercial Power",Total,"69,058"
2020,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"39,865"
2020,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"29,193"
2020,ID,"Combined Heat and Power, Electric Power",Total,"73,453"
2020,ID,"Combined Heat and Power, Electric Power",Other Biomass,"13,355"
2020,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"60,098"
2020,ID,"Electric Generators, Independent Power Producers",Total,"5,681,809"
2020,ID,"Electric Generators, Independent Power Producers",Geothermal,"90,572"
2020,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"708,421"
2020,ID,"Electric Generators, Independent Power Producers",Natural Gas,"1,688,842"
2020,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"562,662"
2020,ID,"Electric Generators, Independent Power Producers",Other Biomass,"44,147"
2020,ID,"Electric Generators, Independent Power Producers",Wind,"2,587,165"
2020,ID,"Electric Generators, Electric Utilities",Total,"11,278,159"
2020,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"8,799,692"
2020,ID,"Electric Generators, Electric Utilities",Natural Gas,"2,277,183"
2020,ID,"Electric Generators, Electric Utilities",Petroleum,34
2020,ID,"Electric Generators, Electric Utilities",Other Biomass,"17,845"
2020,ID,"Electric Generators, Electric Utilities",Wind,"183,405"
2020,IL,Total Electric Power Industry,Total,"173,394,526"
2020,IL,Total Electric Power Industry,Coal,"31,237,857"
2020,IL,Total Electric Power Industry,Hydroelectric Conventional,"134,981"
2020,IL,Total Electric Power Industry,Natural Gas,"24,516,138"
2020,IL,Total Electric Power Industry,Nuclear,"100,246,068"
2020,IL,Total Electric Power Industry,Other Gases,"284,672"
2020,IL,Total Electric Power Industry,Other,"248,589"
2020,IL,Total Electric Power Industry,Petroleum,"30,312"
2020,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"78,945"
2020,IL,Total Electric Power Industry,Other Biomass,"391,023"
2020,IL,Total Electric Power Industry,Wind,"16,225,940"
2020,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,IL,"Combined Heat and Power, Industrial Power",Total,"2,747,977"
2020,IL,"Combined Heat and Power, Industrial Power",Coal,"1,712,318"
2020,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"488,018"
2020,IL,"Combined Heat and Power, Industrial Power",Other Gases,"284,672"
2020,IL,"Combined Heat and Power, Industrial Power",Other,"262,970"
2020,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,IL,"Combined Heat and Power, Commercial Power",Total,"430,854"
2020,IL,"Combined Heat and Power, Commercial Power",Coal,"12,223"
2020,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"1,127"
2020,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"410,811"
2020,IL,"Combined Heat and Power, Commercial Power",Petroleum,295
2020,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,283"
2020,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,IL,"Combined Heat and Power, Commercial Power",Wind,"4,115"
2020,IL,"Combined Heat and Power, Electric Power",Total,"673,638"
2020,IL,"Combined Heat and Power, Electric Power",Natural Gas,"665,185"
2020,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2020,IL,"Combined Heat and Power, Electric Power",Other Biomass,"8,453"
2020,IL,"Electric Generators, Independent Power Producers",Total,"165,165,220"
2020,IL,"Electric Generators, Independent Power Producers",Coal,"27,858,858"
2020,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"82,045"
2020,IL,"Electric Generators, Independent Power Producers",Natural Gas,"20,426,284"
2020,IL,"Electric Generators, Independent Power Producers",Nuclear,"100,246,068"
2020,IL,"Electric Generators, Independent Power Producers",Other,"-14,373"
2020,IL,"Electric Generators, Independent Power Producers",Petroleum,"23,033"
2020,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"74,520"
2020,IL,"Electric Generators, Independent Power Producers",Other Biomass,"258,220"
2020,IL,"Electric Generators, Independent Power Producers",Wind,"16,210,565"
2020,IL,"Electric Generators, Electric Utilities",Total,"4,376,836"
2020,IL,"Electric Generators, Electric Utilities",Coal,"1,654,458"
2020,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"51,809"
2020,IL,"Electric Generators, Electric Utilities",Natural Gas,"2,525,840"
2020,IL,"Electric Generators, Electric Utilities",Other,-8
2020,IL,"Electric Generators, Electric Utilities",Petroleum,"6,984"
2020,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,142"
2020,IL,"Electric Generators, Electric Utilities",Other Biomass,"124,350"
2020,IL,"Electric Generators, Electric Utilities",Wind,"11,260"
2020,IN,Total Electric Power Industry,Total,"90,072,979"
2020,IN,Total Electric Power Industry,Coal,"47,772,885"
2020,IN,Total Electric Power Industry,Hydroelectric Conventional,"270,739"
2020,IN,Total Electric Power Industry,Natural Gas,"32,084,576"
2020,IN,Total Electric Power Industry,Other Gases,"2,239,949"
2020,IN,Total Electric Power Industry,Other,"497,552"
2020,IN,Total Electric Power Industry,Petroleum,"113,473"
2020,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"358,753"
2020,IN,Total Electric Power Industry,Other Biomass,"447,504"
2020,IN,Total Electric Power Industry,Wind,"6,287,548"
2020,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,IN,"Combined Heat and Power, Industrial Power",Total,"4,648,137"
2020,IN,"Combined Heat and Power, Industrial Power",Coal,0
2020,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"1,868,879"
2020,IN,"Combined Heat and Power, Industrial Power",Other Gases,"2,239,949"
2020,IN,"Combined Heat and Power, Industrial Power",Other,"473,454"
2020,IN,"Combined Heat and Power, Industrial Power",Petroleum,"1,641"
2020,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"64,215"
2020,IN,"Combined Heat and Power, Commercial Power",Total,"254,853"
2020,IN,"Combined Heat and Power, Commercial Power",Coal,"20,879"
2020,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"187,889"
2020,IN,"Combined Heat and Power, Commercial Power",Other,"24,153"
2020,IN,"Combined Heat and Power, Commercial Power",Petroleum,169
2020,IN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,001"
2020,IN,"Combined Heat and Power, Commercial Power",Other Biomass,"19,762"
2020,IN,"Combined Heat and Power, Commercial Power",Wind,0
2020,IN,"Combined Heat and Power, Electric Power",Total,"7,790,051"
2020,IN,"Combined Heat and Power, Electric Power",Coal,"4,703,090"
2020,IN,"Combined Heat and Power, Electric Power",Natural Gas,"3,086,961"
2020,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2020,IN,"Electric Generators, Independent Power Producers",Total,"19,938,474"
2020,IN,"Electric Generators, Independent Power Producers",Coal,0
2020,IN,"Electric Generators, Independent Power Producers",Natural Gas,"13,431,556"
2020,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2020,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"169,864"
2020,IN,"Electric Generators, Independent Power Producers",Other Biomass,"49,506"
2020,IN,"Electric Generators, Independent Power Producers",Wind,"6,287,548"
2020,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2020,IN,"Electric Generators, Electric Utilities",Total,"57,441,464"
2020,IN,"Electric Generators, Electric Utilities",Coal,"43,048,916"
2020,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"270,739"
2020,IN,"Electric Generators, Electric Utilities",Natural Gas,"13,509,291"
2020,IN,"Electric Generators, Electric Utilities",Other Gases,0
2020,IN,"Electric Generators, Electric Utilities",Other,-55
2020,IN,"Electric Generators, Electric Utilities",Petroleum,"111,664"
2020,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"186,888"
2020,IN,"Electric Generators, Electric Utilities",Other Biomass,"314,021"
2020,KS,Total Electric Power Industry,Total,"54,541,831"
2020,KS,Total Electric Power Industry,Coal,"16,959,839"
2020,KS,Total Electric Power Industry,Hydroelectric Conventional,"32,402"
2020,KS,Total Electric Power Industry,Natural Gas,"2,802,164"
2020,KS,Total Electric Power Industry,Nuclear,"10,582,482"
2020,KS,Total Electric Power Industry,Other,"4,971"
2020,KS,Total Electric Power Industry,Petroleum,"74,857"
2020,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"57,675"
2020,KS,Total Electric Power Industry,Other Biomass,"63,698"
2020,KS,Total Electric Power Industry,Wind,"23,963,744"
2020,KS,"Combined Heat and Power, Industrial Power",Total,"187,537"
2020,KS,"Combined Heat and Power, Industrial Power",Natural Gas,"182,566"
2020,KS,"Combined Heat and Power, Industrial Power",Other,"4,971"
2020,KS,"Combined Heat and Power, Commercial Power",Total,"15,500"
2020,KS,"Combined Heat and Power, Commercial Power",Wind,"15,500"
2020,KS,"Electric Generators, Independent Power Producers",Total,"22,257,021"
2020,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"32,402"
2020,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"55,090"
2020,KS,"Electric Generators, Independent Power Producers",Other Biomass,"63,698"
2020,KS,"Electric Generators, Independent Power Producers",Wind,"22,105,831"
2020,KS,"Electric Generators, Electric Utilities",Total,"32,081,773"
2020,KS,"Electric Generators, Electric Utilities",Coal,"16,959,839"
2020,KS,"Electric Generators, Electric Utilities",Natural Gas,"2,619,598"
2020,KS,"Electric Generators, Electric Utilities",Nuclear,"10,582,482"
2020,KS,"Electric Generators, Electric Utilities",Petroleum,"74,857"
2020,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,585"
2020,KS,"Electric Generators, Electric Utilities",Wind,"1,842,413"
2020,KY,Total Electric Power Industry,Total,"63,539,829"
2020,KY,Total Electric Power Industry,Coal,"43,638,313"
2020,KY,Total Electric Power Industry,Hydroelectric Conventional,"5,005,493"
2020,KY,Total Electric Power Industry,Natural Gas,"14,384,495"
2020,KY,Total Electric Power Industry,Other,"64,167"
2020,KY,Total Electric Power Industry,Petroleum,"57,217"
2020,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"42,832"
2020,KY,Total Electric Power Industry,Other Biomass,"114,463"
2020,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"232,848"
2020,KY,"Combined Heat and Power, Industrial Power",Total,"468,662"
2020,KY,"Combined Heat and Power, Industrial Power",Natural Gas,"235,814"
2020,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"232,848"
2020,KY,"Electric Generators, Independent Power Producers",Total,"502,427"
2020,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,812"
2020,KY,"Electric Generators, Independent Power Producers",Natural Gas,"476,100"
2020,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,452"
2020,KY,"Electric Generators, Independent Power Producers",Other Biomass,"15,063"
2020,KY,"Electric Generators, Electric Utilities",Total,"62,568,739"
2020,KY,"Electric Generators, Electric Utilities",Coal,"43,638,313"
2020,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"4,995,681"
2020,KY,"Electric Generators, Electric Utilities",Natural Gas,"13,672,581"
2020,KY,"Electric Generators, Electric Utilities",Other,"64,167"
2020,KY,"Electric Generators, Electric Utilities",Petroleum,"57,217"
2020,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"41,380"
2020,KY,"Electric Generators, Electric Utilities",Other Biomass,"99,400"
2020,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,LA,Total Electric Power Industry,Total,"100,773,772"
2020,LA,Total Electric Power Industry,Coal,"3,918,424"
2020,LA,Total Electric Power Industry,Hydroelectric Conventional,"1,203,744"
2020,LA,Total Electric Power Industry,Natural Gas,"70,781,547"
2020,LA,Total Electric Power Industry,Nuclear,"16,949,587"
2020,LA,Total Electric Power Industry,Other Gases,"1,731,369"
2020,LA,Total Electric Power Industry,Other,"605,301"
2020,LA,Total Electric Power Industry,Petroleum,"3,428,732"
2020,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"39,360"
2020,LA,Total Electric Power Industry,Other Biomass,"56,717"
2020,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,058,991"
2020,LA,"Combined Heat and Power, Industrial Power",Total,"29,610,685"
2020,LA,"Combined Heat and Power, Industrial Power",Coal,0
2020,LA,"Combined Heat and Power, Industrial Power",Natural Gas,"25,394,688"
2020,LA,"Combined Heat and Power, Industrial Power",Other Gases,"1,731,369"
2020,LA,"Combined Heat and Power, Industrial Power",Other,"425,637"
2020,LA,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2020,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,058,991"
2020,LA,"Combined Heat and Power, Commercial Power",Total,"187,321"
2020,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"187,321"
2020,LA,"Combined Heat and Power, Electric Power",Total,"2,434,453"
2020,LA,"Combined Heat and Power, Electric Power",Natural Gas,"2,434,453"
2020,LA,"Electric Generators, Independent Power Producers",Total,"2,700,113"
2020,LA,"Electric Generators, Independent Power Producers",Coal,"292,008"
2020,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,203,744"
2020,LA,"Electric Generators, Independent Power Producers",Natural Gas,"1,112,230"
2020,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2020,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"35,414"
2020,LA,"Electric Generators, Independent Power Producers",Other Biomass,"56,717"
2020,LA,"Electric Generators, Electric Utilities",Total,"65,841,200"
2020,LA,"Electric Generators, Electric Utilities",Coal,"3,626,416"
2020,LA,"Electric Generators, Electric Utilities",Natural Gas,"41,652,855"
2020,LA,"Electric Generators, Electric Utilities",Nuclear,"16,949,587"
2020,LA,"Electric Generators, Electric Utilities",Other,"179,664"
2020,LA,"Electric Generators, Electric Utilities",Petroleum,"3,428,732"
2020,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"3,946"
2020,MA,Total Electric Power Industry,Total,"18,214,175"
2020,MA,Total Electric Power Industry,Coal,0
2020,MA,Total Electric Power Industry,Pumped Storage,"-402,504"
2020,MA,Total Electric Power Industry,Hydroelectric Conventional,"843,677"
2020,MA,Total Electric Power Industry,Natural Gas,"14,177,406"
2020,MA,Total Electric Power Industry,Other,"910,933"
2020,MA,Total Electric Power Industry,Petroleum,"36,111"
2020,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,404,276"
2020,MA,Total Electric Power Industry,Other Biomass,"901,708"
2020,MA,Total Electric Power Industry,Wind,"238,275"
2020,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"104,293"
2020,MA,"Combined Heat and Power, Industrial Power",Total,"214,503"
2020,MA,"Combined Heat and Power, Industrial Power",Coal,0
2020,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"208,436"
2020,MA,"Combined Heat and Power, Industrial Power",Other,-291
2020,MA,"Combined Heat and Power, Industrial Power",Petroleum,"1,044"
2020,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"4,898"
2020,MA,"Combined Heat and Power, Industrial Power",Wind,416
2020,MA,"Combined Heat and Power, Commercial Power",Total,"576,163"
2020,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"4,660"
2020,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"510,265"
2020,MA,"Combined Heat and Power, Commercial Power",Petroleum,"6,044"
2020,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"6,627"
2020,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"24,920"
2020,MA,"Combined Heat and Power, Commercial Power",Wind,"23,648"
2020,MA,"Combined Heat and Power, Electric Power",Total,"1,758,760"
2020,MA,"Combined Heat and Power, Electric Power",Natural Gas,"1,757,970"
2020,MA,"Combined Heat and Power, Electric Power",Petroleum,790
2020,MA,"Electric Generators, Independent Power Producers",Total,"15,176,758"
2020,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-402,504"
2020,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"682,269"
2020,MA,"Electric Generators, Independent Power Producers",Natural Gas,"11,536,318"
2020,MA,"Electric Generators, Independent Power Producers",Other,"911,528"
2020,MA,"Electric Generators, Independent Power Producers",Petroleum,"20,747"
2020,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,300,362"
2020,MA,"Electric Generators, Independent Power Producers",Other Biomass,"876,788"
2020,MA,"Electric Generators, Independent Power Producers",Wind,"146,955"
2020,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"104,293"
2020,MA,"Electric Generators, Electric Utilities",Total,"487,991"
2020,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"156,748"
2020,MA,"Electric Generators, Electric Utilities",Natural Gas,"164,416"
2020,MA,"Electric Generators, Electric Utilities",Other,-304
2020,MA,"Electric Generators, Electric Utilities",Petroleum,"7,486"
2020,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"92,389"
2020,MA,"Electric Generators, Electric Utilities",Wind,"67,256"
2020,MD,Total Electric Power Industry,Total,"36,029,146"
2020,MD,Total Electric Power Industry,Coal,"3,359,560"
2020,MD,Total Electric Power Industry,Hydroelectric Conventional,"1,696,803"
2020,MD,Total Electric Power Industry,Natural Gas,"14,091,720"
2020,MD,Total Electric Power Industry,Nuclear,"15,080,557"
2020,MD,Total Electric Power Industry,Other,"319,843"
2020,MD,Total Electric Power Industry,Petroleum,"70,379"
2020,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"527,235"
2020,MD,Total Electric Power Industry,Other Biomass,"327,069"
2020,MD,Total Electric Power Industry,Wind,"545,676"
2020,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"10,304"
2020,MD,"Combined Heat and Power, Industrial Power",Total,"46,563"
2020,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"46,494"
2020,MD,"Combined Heat and Power, Industrial Power",Petroleum,69
2020,MD,"Combined Heat and Power, Commercial Power",Total,"935,450"
2020,MD,"Combined Heat and Power, Commercial Power",Coal,0
2020,MD,"Combined Heat and Power, Commercial Power",Natural Gas,"903,207"
2020,MD,"Combined Heat and Power, Commercial Power",Other,0
2020,MD,"Combined Heat and Power, Commercial Power",Petroleum,411
2020,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"16,547"
2020,MD,"Combined Heat and Power, Commercial Power",Other Biomass,"4,981"
2020,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"10,304"
2020,MD,"Combined Heat and Power, Electric Power",Total,"1,918,934"
2020,MD,"Combined Heat and Power, Electric Power",Coal,"952,767"
2020,MD,"Combined Heat and Power, Electric Power",Natural Gas,"666,306"
2020,MD,"Combined Heat and Power, Electric Power",Other,"163,542"
2020,MD,"Combined Heat and Power, Electric Power",Petroleum,"2,513"
2020,MD,"Combined Heat and Power, Electric Power",Other Biomass,"133,805"
2020,MD,"Electric Generators, Independent Power Producers",Total,"30,097,918"
2020,MD,"Electric Generators, Independent Power Producers",Coal,"2,406,792"
2020,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,696,803"
2020,MD,"Electric Generators, Independent Power Producers",Natural Gas,"9,452,581"
2020,MD,"Electric Generators, Independent Power Producers",Nuclear,"15,080,557"
2020,MD,"Electric Generators, Independent Power Producers",Other,"156,301"
2020,MD,"Electric Generators, Independent Power Producers",Petroleum,"67,882"
2020,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"503,043"
2020,MD,"Electric Generators, Independent Power Producers",Other Biomass,"188,282"
2020,MD,"Electric Generators, Independent Power Producers",Wind,"545,676"
2020,MD,"Electric Generators, Electric Utilities",Total,"3,030,281"
2020,MD,"Electric Generators, Electric Utilities",Natural Gas,"3,023,132"
2020,MD,"Electric Generators, Electric Utilities",Petroleum,-496
2020,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"7,645"
2020,ME,Total Electric Power Industry,Total,"10,001,870"
2020,ME,Total Electric Power Industry,Coal,"55,480"
2020,ME,Total Electric Power Industry,Hydroelectric Conventional,"3,158,195"
2020,ME,Total Electric Power Industry,Natural Gas,"1,904,202"
2020,ME,Total Electric Power Industry,Other,"330,319"
2020,ME,Total Electric Power Industry,Petroleum,"36,914"
2020,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,"27,699"
2020,ME,Total Electric Power Industry,Other Biomass,"113,545"
2020,ME,Total Electric Power Industry,Wind,"2,395,141"
2020,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,980,376"
2020,ME,"Combined Heat and Power, Industrial Power",Total,"1,668,544"
2020,ME,"Combined Heat and Power, Industrial Power",Coal,"8,554"
2020,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"83,384"
2020,ME,"Combined Heat and Power, Industrial Power",Natural Gas,"514,763"
2020,ME,"Combined Heat and Power, Industrial Power",Other,"130,528"
2020,ME,"Combined Heat and Power, Industrial Power",Petroleum,"9,936"
2020,ME,"Combined Heat and Power, Industrial Power",Other Biomass,"7,064"
2020,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"914,316"
2020,ME,"Combined Heat and Power, Commercial Power",Total,"109,968"
2020,ME,"Combined Heat and Power, Commercial Power",Natural Gas,"31,523"
2020,ME,"Combined Heat and Power, Commercial Power",Other,"42,372"
2020,ME,"Combined Heat and Power, Commercial Power",Petroleum,"1,405"
2020,ME,"Combined Heat and Power, Commercial Power",Other Biomass,"34,668"
2020,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,ME,"Combined Heat and Power, Electric Power",Total,"594,818"
2020,ME,"Combined Heat and Power, Electric Power",Coal,"46,926"
2020,ME,"Combined Heat and Power, Electric Power",Other,"113,597"
2020,ME,"Combined Heat and Power, Electric Power",Petroleum,"10,007"
2020,ME,"Combined Heat and Power, Electric Power",Other Biomass,"5,018"
2020,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"419,270"
